iso3,country,scenario,year,target,base_value,prediction,feature,shap_value
AZE,Azerbaijan,SSP5,2050,poverty_3usd,3.867594086021506,0.0,gdp_pc,-3.9516351458039414
AZE,Azerbaijan,SSP5,2100,poverty_3usd,3.867594086021506,0.0,gdp_pc,-6.978475132995722
BDI,Burundi,SSP1,2030,poverty_3usd,3.867594086021506,22.72375,gdp_pc,-12.766480047649898
BDI,Burundi,SSP1,2050,poverty_3usd,3.867594086021506,16.23125,gdp_pc,0.17770937562422262
BDI,Burundi,SSP1,2100,poverty_3usd,3.867594086021506,0.0,gdp_pc,-0.8779997056738568
BDI,Burundi,SSP2,2030,poverty_3usd,3.867594086021506,35.70875,gdp_pc,-27.760370985502025
BDI,Burundi,SSP2,2050,poverty_3usd,3.867594086021506,25.50625,gdp_pc,0.3991157174017471
BDI,Burundi,SSP2,2100,poverty_3usd,3.867594086021506,0.0,gdp_pc,-1.1254731524693202
BDI,Burundi,SSP3,2030,poverty_3usd,3.867594086021506,55.18625,gdp_pc,449.2627070549566
BDI,Burundi,SSP3,2050,poverty_3usd,3.867594086021506,39.41875,gdp_pc,78.09424799987681
BDI,Burundi,SSP3,2100,poverty_3usd,3.867594086021506,0.0,gdp_pc,0.9289297148429749
BDI,Burundi,SSP5,2030,poverty_3usd,3.867594086021506,29.21625,gdp_pc,-26.28203600264567
BDI,Burundi,SSP5,2050,poverty_3usd,3.867594086021506,20.86875,gdp_pc,0.37182366430407926
BDI,Burundi,SSP5,2100,poverty_3usd,3.867594086021506,0.0,gdp_pc,-1.333321198952412
BEL,Belgium,SSP1,2030,poverty_3usd,3.867594086021506,0.0306249999999999,gdp_pc,-0.6298644085050243
BEL,Belgium,SSP1,2050,poverty_3usd,3.867594086021506,0.021875,gdp_pc,1.9517250696759005
BEL,Belgium,SSP1,2100,poverty_3usd,3.867594086021506,0.0,gdp_pc,-2.1339107943200166
BEL,Belgium,SSP2,2030,poverty_3usd,3.867594086021506,0.048125,gdp_pc,-0.578104446951585
BEL,Belgium,SSP2,2050,poverty_3usd,3.867594086021506,0.034375,gdp_pc,0.9871700307933937
BEL,Belgium,SSP2,2100,poverty_3usd,3.867594086021506,0.0,gdp_pc,-3.7225520346538006
BEL,Belgium,SSP3,2030,poverty_3usd,3.867594086021506,0.074375,gdp_pc,-0.6549888864273241
BEL,Belgium,SSP3,2050,poverty_3usd,3.867594086021506,0.053125,gdp_pc,-0.2996542005791611
BEL,Belgium,SSP3,2100,poverty_3usd,3.867594086021506,0.0,gdp_pc,0.34681830609485126
BEL,Belgium,SSP5,2030,poverty_3usd,3.867594086021506,0.039375,gdp_pc,-0.5554749913545921
BEL,Belgium,SSP5,2050,poverty_3usd,3.867594086021506,0.028125,gdp_pc,0.7770879854531961
BEL,Belgium,SSP5,2100,poverty_3usd,3.867594086021506,0.0,gdp_pc,-6.328107742370323
BEN,Benin,SSP1,2030,poverty_3usd,3.867594086021506,8.33,gdp_pc,28.71527917637288
BEN,Benin,SSP1,2050,poverty_3usd,3.867594086021506,5.949999999999999,gdp_pc,-1.1748513801609175
BEN,Benin,SSP1,2100,poverty_3usd,3.867594086021506,0.0,gdp_pc,-0.2563593820270725
BEN,Benin,SSP2,2030,poverty_3usd,3.867594086021506,13.09,gdp_pc,29.57442722790691
BEN,Benin,SSP2,2050,poverty_3usd,3.867594086021506,9.35,gdp_pc,-5.319512960497707
BEN,Benin,SSP2,2100,poverty_3usd,3.867594086021506,0.0,gdp_pc,-0.3611538553010502
BEN,Benin,SSP3,2030,poverty_3usd,3.867594086021506,20.23,gdp_pc,20.29514875480716
BEN,Benin,SSP3,2050,poverty_3usd,3.867594086021506,14.45,gdp_pc,9.259740170626737
BEN,Benin,SSP3,2100,poverty_3usd,3.867594086021506,0.0,gdp_pc,-1.3944742707896691
BEN,Benin,SSP5,2030,poverty_3usd,3.867594086021506,10.71,gdp_pc,17.17659935158558
BEN,Benin,SSP5,2050,poverty_3usd,3.867594086021506,7.65,gdp_pc,-6.097480662994766
BEN,Benin,SSP5,2100,poverty_3usd,3.867594086021506,0.0,gdp_pc,-0.4666565194716535
BFA,Burkina Faso,SSP1,2030,poverty_3usd,3.867594086021506,12.893125,gdp_pc,4.84116795796345
BFA,Burkina Faso,SSP1,2050,poverty_3usd,3.867594086021506,9.209375,gdp_pc,3.6988862236321203
BFA,Burkina Faso,SSP1,2100,poverty_3usd,3.867594086021506,0.0,gdp_pc,97.23499573376813
BFA,Burkina Faso,SSP2,2030,poverty_3usd,3.867594086021506,20.260625,gdp_pc,8.40639045070609
BFA,Burkina Faso,SSP2,2050,poverty_3usd,3.867594086021506,14.471875,gdp_pc,6.148125209162523
BFA,Burkina Faso,SSP2,2100,poverty_3usd,3.867594086021506,0.0,gdp_pc,-4.162253871459652
BFA,Burkina Faso,SSP3,2030,poverty_3usd,3.867594086021506,31.311875000000004,gdp_pc,12.469177821716524
BFA,Burkina Faso,SSP3,2050,poverty_3usd,3.867594086021506,22.365625,gdp_pc,7.338788021129459
BFA,Burkina Faso,SSP3,2100,poverty_3usd,3.867594086021506,0.0,gdp_pc,-1.1284424436004228
BFA,Burkina Faso,SSP5,2030,poverty_3usd,3.867594086021506,16.576875,gdp_pc,6.362635716775132
BFA,Burkina Faso,SSP5,2050,poverty_3usd,3.867594086021506,11.840625,gdp_pc,4.240948072857925
BFA,Burkina Faso,SSP5,2100,poverty_3usd,3.867594086021506,0.0,gdp_pc,-2.6397835850150697
BGD,Bangladesh,SSP1,2030,poverty_3usd,3.867594086021506,1.806875,gdp_pc,-1.0335825367015103
BGD,Bangladesh,SSP1,2050,poverty_3usd,3.867594086021506,1.290625,gdp_pc,-1.5735840739665505
BGD,Bangladesh,SSP1,2100,poverty_3usd,3.867594086021506,0.0,gdp_pc,-5.548216001679251
BGD,Bangladesh,SSP2,2030,poverty_3usd,3.867594086021506,2.8393750000000004,gdp_pc,-0.4985256118581308
BGD,Bangladesh,SSP2,2050,poverty_3usd,3.867594086021506,2.028125,gdp_pc,-0.9958629456049226
BGD,Bangladesh,SSP2,2100,poverty_3usd,3.867594086021506,0.0,gdp_pc,-3.0258378980463005
BGD,Bangladesh,SSP3,2030,poverty_3usd,3.867594086021506,4.3881250000000005,gdp_pc,0.22811519973744088
BGD,Bangladesh,SSP3,2050,poverty_3usd,3.867594086021506,3.1343750000000004,gdp_pc,-0.29185645470373467
BGD,Bangladesh,SSP3,2100,poverty_3usd,3.867594086021506,0.0,gdp_pc,-1.247100552969023
BGD,Bangladesh,SSP5,2030,poverty_3usd,3.867594086021506,2.323125,gdp_pc,-0.7352699373298744
BGD,Bangladesh,SSP5,2050,poverty_3usd,3.867594086021506,1.6593750000000005,gdp_pc,-1.1249434519585966
BGD,Bangladesh,SSP5,2100,poverty_3usd,3.867594086021506,0.0,gdp_pc,-2.4178856028212623
BGR,Bulgaria,SSP1,2030,poverty_3usd,3.867594086021506,0.3062499999999999,gdp_pc,-7.787342329483729
BGR,Bulgaria,SSP1,2050,poverty_3usd,3.867594086021506,0.21875,gdp_pc,3.6026615202818815
BGR,Bulgaria,SSP1,2100,poverty_3usd,3.867594086021506,0.0,gdp_pc,-0.09157188559031763
BGR,Bulgaria,SSP2,2030,poverty_3usd,3.867594086021506,0.48125,gdp_pc,-5.648917972502842
BGR,Bulgaria,SSP2,2050,poverty_3usd,3.867594086021506,0.34375,gdp_pc,8.925410082674194
BGR,Bulgaria,SSP2,2100,poverty_3usd,3.867594086021506,0.0,gdp_pc,-0.13403695875489216
BGR,Bulgaria,SSP3,2030,poverty_3usd,3.867594086021506,0.74375,gdp_pc,-3.0680368919344176
BGR,Bulgaria,SSP3,2050,poverty_3usd,3.867594086021506,0.53125,gdp_pc,-2.545439800866669
BGR,Bulgaria,SSP3,2100,poverty_3usd,3.867594086021506,0.0,gdp_pc,-1.510811871884075
BGR,Bulgaria,SSP5,2030,poverty_3usd,3.867594086021506,0.39375,gdp_pc,-5.123042666810498
BGR,Bulgaria,SSP5,2050,poverty_3usd,3.867594086021506,0.28125,gdp_pc,67.6531288633928
BGR,Bulgaria,SSP5,2100,poverty_3usd,3.867594086021506,0.0,gdp_pc,-0.18027252595044005
BIH,Bosnia and Herzegovina,SSP1,2030,poverty_3usd,3.867594086021506,0.0612499999999999,gdp_pc,-2.199475753000176
BIH,Bosnia and Herzegovina,SSP1,2050,poverty_3usd,3.867594086021506,0.04375,gdp_pc,-3.7541412511348753
BIH,Bosnia and Herzegovina,SSP1,2100,poverty_3usd,3.867594086021506,0.0,gdp_pc,0.39827120328241417
BIH,Bosnia and Herzegovina,SSP2,2030,poverty_3usd,3.867594086021506,0.09625,gdp_pc,-2.0332189254584416
BIH,Bosnia and Herzegovina,SSP2,2050,poverty_3usd,3.867594086021506,0.06875,gdp_pc,-2.518927787638671
BIH,Bosnia and Herzegovina,SSP2,2100,poverty_3usd,3.867594086021506,0.0,gdp_pc,1.0404734168641245
BIH,Bosnia and Herzegovina,SSP3,2030,poverty_3usd,3.867594086021506,0.14875,gdp_pc,-1.7264930251365633
BIH,Bosnia and Herzegovina,SSP3,2050,poverty_3usd,3.867594086021506,0.10625,gdp_pc,-1.4625005532492368
BIH,Bosnia and Herzegovina,SSP3,2100,poverty_3usd,3.867594086021506,0.0,gdp_pc,-0.9388672289189722
BIH,Bosnia and Herzegovina,SSP5,2030,poverty_3usd,3.867594086021506,0.07875,gdp_pc,-1.969655940587797
BIH,Bosnia and Herzegovina,SSP5,2050,poverty_3usd,3.867594086021506,0.05625,gdp_pc,-2.142559473213408
BIH,Bosnia and Herzegovina,SSP5,2100,poverty_3usd,3.867594086021506,0.0,gdp_pc,9.616634217366277
BLR,Belarus,SSP1,2030,poverty_3usd,3.867594086021506,0.0,gdp_pc,-2.218667544751571
BLR,Belarus,SSP1,2050,poverty_3usd,3.867594086021506,0.0,gdp_pc,-2.9322943437580666
BLR,Belarus,SSP1,2100,poverty_3usd,3.867594086021506,0.0,gdp_pc,43.19512896118664
BLR,Belarus,SSP2,2030,poverty_3usd,3.867594086021506,0.0,gdp_pc,-2.1183784098054903
BLR,Belarus,SSP2,2050,poverty_3usd,3.867594086021506,0.0,gdp_pc,-2.439588609315766
BLR,Belarus,SSP2,2100,poverty_3usd,3.867594086021506,0.0,gdp_pc,-4.912790046403775
BLR,Belarus,SSP3,2030,poverty_3usd,3.867594086021506,0.0,gdp_pc,-1.8683668908135844
BLR,Belarus,SSP3,2050,poverty_3usd,3.867594086021506,0.0,gdp_pc,-1.642300331461143
BLR,Belarus,SSP3,2100,poverty_3usd,3.867594086021506,0.0,gdp_pc,-1.228883214092596
BLR,Belarus,SSP5,2030,poverty_3usd,3.867594086021506,0.0,gdp_pc,-2.066710809440314
BLR,Belarus,SSP5,2050,poverty_3usd,3.867594086021506,0.0,gdp_pc,-2.2321540364817563
BLR,Belarus,SSP5,2100,poverty_3usd,3.867594086021506,0.0,gdp_pc,-3.040151527017978
BLZ,Belize,SSP1,2030,poverty_3usd,3.867594086021506,0.3062499999999999,gdp_pc,-3.4601253578306674
BLZ,Belize,SSP1,2050,poverty_3usd,3.867594086021506,0.21875,gdp_pc,0.3191494681545412
BLZ,Belize,SSP1,2100,poverty_3usd,3.867594086021506,0.0,gdp_pc,-1.0421652727193358
BLZ,Belize,SSP2,2030,poverty_3usd,3.867594086021506,0.48125,gdp_pc,-2.5816287054755733
BLZ,Belize,SSP2,2050,poverty_3usd,3.867594086021506,0.34375,gdp_pc,0.7443596053504377
BLZ,Belize,SSP2,2100,poverty_3usd,3.867594086021506,0.0,gdp_pc,-1.4802784193820182
BLZ,Belize,SSP3,2030,poverty_3usd,3.867594086021506,0.74375,gdp_pc,-1.6054103921318699
BLZ,Belize,SSP3,2050,poverty_3usd,3.867594086021506,0.53125,gdp_pc,-1.0649654335397771
BLZ,Belize,SSP3,2100,poverty_3usd,3.867594086021506,0.0,gdp_pc,0.020154936772100406
BLZ,Belize,SSP5,2030,poverty_3usd,3.867594086021506,0.39375,gdp_pc,-2.3664998172227776
BLZ,Belize,SSP5,2050,poverty_3usd,3.867594086021506,0.28125,gdp_pc,3.484958608079108
BLZ,Belize,SSP5,2100,poverty_3usd,3.867594086021506,0.0,gdp_pc,-1.928706443218038
BOL,Bolivia,SSP1,2030,poverty_3usd,3.867594086021506,0.8574999999999999,gdp_pc,-3.4714777315462584
BOL,Bolivia,SSP1,2050,poverty_3usd,3.867594086021506,0.6124999999999999,gdp_pc,31.674888475392084
BOL,Bolivia,SSP1,2100,poverty_3usd,3.867594086021506,0.0,gdp_pc,0.23802499183610826
BOL,Bolivia,SSP2,2030,poverty_3usd,3.867594086021506,1.3475,gdp_pc,-2.539120159169347
BOL,Bolivia,SSP2,2050,poverty_3usd,3.867594086021506,0.9625,gdp_pc,-7.3709995098358885
BOL,Bolivia,SSP2,2100,poverty_3usd,3.867594086021506,0.0,gdp_pc,0.4042402935759068
BOL,Bolivia,SSP3,2030,poverty_3usd,3.867594086021506,2.0825,gdp_pc,-1.3124332579010902
BOL,Bolivia,SSP3,2050,poverty_3usd,3.867594086021506,1.4874999999999998,gdp_pc,-1.3653511611383573
BOL,Bolivia,SSP3,2100,poverty_3usd,3.867594086021506,0.0,gdp_pc,-1.2185160823842158
BOL,Bolivia,SSP5,2030,poverty_3usd,3.867594086021506,1.1025,gdp_pc,-2.60398811740702
BOL,Bolivia,SSP5,2050,poverty_3usd,3.867594086021506,0.7875,gdp_pc,-4.60445283365446
BOL,Bolivia,SSP5,2100,poverty_3usd,3.867594086021506,0.0,gdp_pc,0.6585988365276862
BRA,Brazil,SSP1,2030,poverty_3usd,3.867594086021506,1.1637499999999998,gdp_pc,-1.2019555770532058
BRA,Brazil,SSP1,2050,poverty_3usd,3.867594086021506,0.8312499999999999,gdp_pc,-1.7350356162773288
BRA,Brazil,SSP1,2100,poverty_3usd,3.867594086021506,0.0,gdp_pc,4.478652396167369
BRA,Brazil,SSP2,2030,poverty_3usd,3.867594086021506,1.82875,gdp_pc,-0.8669873097885031
BRA,Brazil,SSP2,2050,poverty_3usd,3.867594086021506,1.30625,gdp_pc,-1.213879319538824
BRA,Brazil,SSP2,2100,poverty_3usd,3.867594086021506,0.0,gdp_pc,-4.571720757156717
BRA,Brazil,SSP3,2030,poverty_3usd,3.867594086021506,2.82625,gdp_pc,-0.4031644160843356
BRA,Brazil,SSP3,2050,poverty_3usd,3.867594086021506,2.01875,gdp_pc,-0.641961286984124
BRA,Brazil,SSP3,2100,poverty_3usd,3.867594086021506,0.0,gdp_pc,-1.0129094481207626
BRA,Brazil,SSP5,2030,poverty_3usd,3.867594086021506,1.49625,gdp_pc,-0.9847311875466205
BRA,Brazil,SSP5,2050,poverty_3usd,3.867594086021506,1.06875,gdp_pc,-1.2120569728320836
BRA,Brazil,SSP5,2100,poverty_3usd,3.867594086021506,0.0,gdp_pc,-2.158890762039676
BRB,Barbados,SSP1,2030,poverty_3usd,3.867594086021506,0.520625,gdp_pc,-0.17066747020621692
BRB,Barbados,SSP1,2050,poverty_3usd,3.867594086021506,0.3718749999999999,gdp_pc,0.6171752561283512
BRB,Barbados,SSP1,2100,poverty_3usd,3.867594086021506,0.0,gdp_pc,-5.584127047444846
BRB,Barbados,SSP2,2030,poverty_3usd,3.867594086021506,0.818125,gdp_pc,-0.14908673376441048
BRB,Barbados,SSP2,2050,poverty_3usd,3.867594086021506,0.5843750000000001,gdp_pc,0.4790150922310043
BRB,Barbados,SSP2,2100,poverty_3usd,3.867594086021506,0.0,gdp_pc,-277.43609274584645
BRB,Barbados,SSP3,2030,poverty_3usd,3.867594086021506,1.2643749999999998,gdp_pc,-0.20608894750651172
BRB,Barbados,SSP3,2050,poverty_3usd,3.867594086021506,0.903125,gdp_pc,-0.0704138179014607
BRB,Barbados,SSP3,2100,poverty_3usd,3.867594086021506,0.0,gdp_pc,0.34808958316698846
BRB,Barbados,SSP5,2030,poverty_3usd,3.867594086021506,0.669375,gdp_pc,-0.15287331531006643
BRB,Barbados,SSP5,2050,poverty_3usd,3.867594086021506,0.478125,gdp_pc,0.45119076258458934
BRB,Barbados,SSP5,2100,poverty_3usd,3.867594086021506,0.0,gdp_pc,10.701529550153595
BTN,Bhutan,SSP1,2030,poverty_3usd,3.867594086021506,0.0,gdp_pc,0.9461986346478028
BTN,Bhutan,SSP1,2050,poverty_3usd,3.867594086021506,0.0,gdp_pc,75.87022640488775
BTN,Bhutan,SSP1,2100,poverty_3usd,3.867594086021506,0.0,gdp_pc,-2.986866905492971
BTN,Bhutan,SSP2,2030,poverty_3usd,3.867594086021506,0.0,gdp_pc,0.862370301624725
BTN,Bhutan,SSP2,2050,poverty_3usd,3.867594086021506,0.0,gdp_pc,8.259600577932813
BTN,Bhutan,SSP2,2100,poverty_3usd,3.867594086021506,0.0,gdp_pc,-4.440717663578119
BTN,Bhutan,SSP3,2030,poverty_3usd,3.867594086021506,0.0,gdp_pc,0.2796280894667516
BTN,Bhutan,SSP3,2050,poverty_3usd,3.867594086021506,0.0,gdp_pc,0.6898631563229379
BTN,Bhutan,SSP3,2100,poverty_3usd,3.867594086021506,0.0,gdp_pc,1.471336567968535
BTN,Bhutan,SSP5,2030,poverty_3usd,3.867594086021506,0.0,gdp_pc,0.8220889309884959
BTN,Bhutan,SSP5,2050,poverty_3usd,3.867594086021506,0.0,gdp_pc,5.532749125282108
BTN,Bhutan,SSP5,2100,poverty_3usd,3.867594086021506,0.0,gdp_pc,-6.076545718002359
BWA,Botswana,SSP1,2030,poverty_3usd,3.867594086021506,6.553749999999999,gdp_pc,-0.6893985148656427
